artist;song;danceability;energy;key;loudness;mode;speechiness;acousticness;instrumentalness;liveness;valence;tempo
Chord Overstreet;Hold On;0,618;0,443;2;-9,681;1;0,0526;0,469;0;0,0829;0,167;119,949
Jax Jones;Breathe;0,722;0,744;11;-5,52;0;0,0363;0,0234;0,000157;0,143;0,686;125,985
Imagine Dragons;Believer;0,779;0,787;10;-4,305;0;0,108;0,0524;0;0,14;0,708;124,982
Natti Natasha;Criminal;0,814;0,813;2;-3,023;0;0,0561;0,03;9,33E-05;0,255;0,839;79,997
Kendrick Lamar;HUMBLE.;0,906;0,625;1;-6,779;0;0,0903;0,000243;3,23E-05;0,0975;0,423;150,018
Selena Gomez;Fetish (feat. Gucci Mane);0,708;0,618;2;-4,424;1;0,0592;0,0204;6,81E-06;0,062;0,265;123,013
Charlie Puth;Attention;0,774;0,626;3;-4,432;0;0,0432;0,0969;3,12E-05;0,0848;0,777;100,041
Big Shaq;Man's Not Hot;0,905;0,884;0;-4,076;1;0,236;0,111;8,31E-05;0,107;0,588;135,048
Anne-Marie;Ciao Adios;0,698;0,882;4;-3,078;0;0,0863;0,127;0;0,15;0,445;106,083
Rag'n'Bone Man;Human;0,602;0,707;9;-4,097;1;0,302;0,393;0;0,165;0,554;75,087
blackbear;do re mi;0,745;0,593;8;-6,35;1;0,0526;0,00522;5,25E-06;0,123;0,17;111,002
Lil Pump;Gucci Gang;0,936;0,523;5;-6,71;1;0,0597;0,239;0;0,117;0,699;119,889
Taylor Swift;Look What You Made Me Do;0,766;0,709;9;-6,471;0;0,123;0,204;1,41E-05;0,126;0,506;128,07
Enrique Iglesias;SUBEME LA RADIO (feat. Descemer Bueno & Zion & Lennox);0,688;0,822;0;-3,304;1;0,0537;0,0642;0;0,241;0,66;91,011
Kodak Black;Tunnel Vision;0,497;0,489;11;-7,724;0;0,294;0,0576;9,91E-05;0,122;0,231;171,853
Kendrick Lamar;DNA.;0,636;0,517;0;-6,759;1;0,36;0,00402;0;0,0874;0,394;139,928
A Boogie Wit da Hoodie;Drowning (feat. Kodak Black);0,839;0,81;5;-5,274;0;0,0568;0,501;0;0,117;0,814;129,014
XXXTENTACION;Jocelyn Flores;0,872;0,391;0;-9,144;0;0,242;0,469;4,13E-06;0,297;0,437;134,021
Migos;Bad and Boujee (feat. Lil Uzi Vert);0,926;0,666;11;-5,314;1;0,244;0,0611;0;0,123;0,168;127,079
Yo Gotti;Rake It Up (feat. Nicki Minaj);0,91;0,444;1;-8,126;0;0,344;0,022;0;0,137;0,53;149,953
Martin Garrix;Scared to Be Lonely;0,584;0,54;1;-7,786;0;0,0576;0,0895;0;0,261;0,195;137,972
Jonas Blue;Mama;0,739;0,792;11;-4,256;0;0,0418;0,091;0;0,0516;0,547;104,016
Martin Jensen;Solo Dance;0,744;0,836;6;-2,396;0;0,0507;0,0435;0;0,194;0,36;114,965
Taylor Swift;...Ready For It?;0,613;0,764;2;-6,509;1;0,136;0,0527;0;0,197;0,417;160,015
David Guetta;2U (feat. Justin Bieber);0,548;0,65;8;-5,827;0;0,0591;0,219;0;0,225;0,557;144,937
Migos;Slippery (feat. Gucci Mane);0,92;0,675;1;-5,661;0;0,263;0,307;0;0,104;0,749;141,967
Shawn Mendes;There's Nothing Holdin' Me Back;0,857;0,8;2;-4,035;1;0,0583;0,381;0;0,0913;0,966;121,996
G-Eazy;Good Life (with G-Eazy & Kehlani);0,572;0,778;1;-5,208;1;0,233;0,00638;0;0,0563;0,54;168,073
The Vamps;All Night;0,538;0,804;8;-5,194;1;0,0358;0,0041;0;0,33;0,507;144,992
Dua Lipa;New Rules;0,763;0,72;9;-5,181;0;0,0691;0,00261;1,11E-05;0,114;0,592;116,01
Cardi B;Bodak Yellow;0,929;0,723;11;-5,792;0;0,109;0,0672;0;0,346;0,458;125,022
Rag'n'Bone Man;Skin;0,564;0,745;0;-7,733;1;0,31;0,265;0;0,147;0,351;170,661
Zara Larsson;I Would Like;0,486;0,713;2;-3,949;0;0,0524;0,0853;0;0,0839;0,297;121,028
DJ Khaled;Wild Thoughts (feat. Rihanna & Bryson Tiller);0,671;0,672;0;-3,094;0;0,0688;0,0329;0;0,118;0,632;97,979
Post Malone;Congratulations;0,63;0,804;6;-4,183;1;0,0363;0,215;0;0,253;0,492;123,146
Avicii;Without You (feat. Sandro Cavazza);0,662;0,858;2;-4,844;1;0,0428;0,00163;0;0,0456;0,295;133,993
Clean Bandit;Symphony (feat. Zara Larsson);0,718;0,609;0;-4,699;0;0,043;0,281;3,29E-05;0,234;0,497;122,95
Katy Perry;Chained To The Rhythm;0,562;0,8;0;-5,404;1;0,112;0,0814;0;0,199;0,471;95,029
Zay Hilfigerrr;Juju on That Beat (TZ Anthem);0,807;0,887;1;-3,892;1;0,275;0,00381;0;0,391;0,78;160,517
Calvin Harris;Feels (feat. Pharrell Williams, Katy Perry & Big Sean);0,893;0,745;11;-3,105;0;0,0571;0,0642;0;0,0943;0,872;101,018
Migos;T-Shirt;0,865;0,687;10;-3,744;0;0,217;0,242;0;0,158;0,486;139,023
OneRepublic;Rich Love (with Seeb);0,401;0,872;1;-3,641;0;0,314;0,167;0;0,362;0,472;104,592
Maggie Lindemann;Pretty Girl - Cheat Codes X CADE Remix;0,703;0,868;7;-4,661;0;0,0291;0,15;0,132;0,104;0,733;121,03
Macklemore;Glorious (feat. Skylar Grey);0,731;0,794;0;-5,126;0;0,0522;0,0323;2,59E-05;0,112;0,356;139,994
Hayden James;NUMB;0,617;0,558;10;-7,046;0;0,0431;0,184;1,03E-06;0,0911;0,4;147,932
Liam Payne;Strip That Down;0,869;0,485;6;-5,595;1;0,0545;0,246;0;0,0765;0,527;106,028
Drake;Passionfruit;0,809;0,463;11;-11,377;1;0,0396;0,256;0,085;0,109;0,364;111,98
Justin Bieber;Friends (with BloodPop®);0,744;0,739;8;-5,35;1;0,0387;0,00459;0;0,306;0,649;104,99
ZAYN;"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""";0,735;0,451;0;-8,374;1;0,0585;0,0631;1,30E-05;0,325;0,0862;117,973
Alessia Cara;Scars To Your Beautiful;0,319;0,739;0;-5,74;1;0,272;0,0285;0;0,111;0,449;194,169
2 Chainz;It's A Vibe;0,822;0,502;7;-7,38;1;0,148;0,0312;0,000887;0,114;0,525;73,003
Starley;Call on Me - Ryan Riback Remix;0,67;0,838;0;-4,031;1;0,0362;0,0605;0,000611;0,159;0,716;105
AJR;Weak;0,673;0,637;5;-4,518;1;0,0429;0,137;0;0,184;0,678;123,98
Lana Del Rey;Lust for Life (with The Weeknd);0,499;0,676;0;-8,618;0;0,0582;0,588;0,00484;0,358;0,295;99,979
CNCO;Reggaetón Lento (Remix);0,623;0,909;4;-3,079;0;0,0758;0,158;0;0,0972;0,651;93,984
The Vamps;Middle Of The Night;0,588;0,749;11;-4,323;0;0,058;0,0037;0;0,0813;0,397;130,093
The Weeknd;I Feel It Coming;0,773;0,819;0;-5,946;0;0,118;0,428;0;0,0679;0,585;92,987
The Chainsmokers;Paris;0,653;0,658;2;-6,428;1;0,0304;0,0215;1,66E-06;0,0939;0,219;99,99
Big Sean;Bounce Back;0,78;0,575;1;-5,628;0;0,139;0,106;0;0,129;0,273;81,502
Shawn Mendes;Mercy;0,561;0,674;4;-4,882;0;0,0818;0,118;0;0,111;0,383;148,127
Avicii;Lonely Together (feat. Rita Ora);0,655;0,666;5;-5,309;1;0,0612;0,134;2,12E-05;0,0683;0,272;102,977
Cheat Codes;No Promises (feat. Demi Lovato);0,741;0,667;10;-5,445;1;0,134;0,0575;0;0,106;0,595;112,956
Bruno Mars;24K Magic;0,818;0,803;1;-4,282;1;0,0797;0,034;0;0,153;0,632;106,97
Lorde;Homemade Dynamite - REMIX;0,781;0,548;0;-4,997;0;0,0764;0,229;0;0,127;0,175;106,996
Kygo;It Ain't Me (with Selena Gomez);0,64;0,533;0;-6,596;1;0,0706;0,119;0;0,0864;0,515;99,968
Drake;God's Plan;0,754;0,449;7;-9,211;1;0,109;0,0332;8,29E-05;0,552;0,357;77,169
Post Malone;rockstar (feat. 21 Savage);0,585;0,52;5;-6,136;0;0,0712;0,124;7,01E-05;0,131;0,129;159,801
Offset;Ric Flair Drip (with Metro Boomin);0,88;0,428;9;-8,28;1;0,206;0,149;5,05E-05;0,114;0,333;100,007
G-Eazy;Him & I (with Halsey);0,589;0,731;2;-6,343;1;0,0868;0,0534;0;0,308;0,191;87,908
Dynoro;In My Mind;0,694;0,77;6;-5,335;1;0,149;0,176;1,10E-05;0,118;0,163;125,905
Juice WRLD;Lucid Dreams;0,511;0,566;6;-7,23;0;0,2;0,349;0;0,34;0,218;83,903
Zedd;The Middle;0,753;0,657;7;-3,061;1;0,0449;0,171;0;0,112;0,437;107,01
Marshmello;FRIENDS;0,626;0,88;9;-2,384;0;0,0504;0,205;0;0,128;0,534;95,079
Cardi B;I Like It;0,816;0,726;5;-3,998;0;0,129;0,099;0;0,372;0,65;136,048
XXXTENTACION;Moonlight;0,921;0,537;9;-5,723;0;0,0804;0,556;0,00404;0,102;0,711;128,009
Ariana Grande;no tears left to cry;0,699;0,713;9;-5,507;0;0,0594;0,04;3,11E-06;0,294;0,354;121,993
Sheck Wes;Mo Bamba;0,729;0,625;4;-5,266;1;0,0315;0,194;0,00986;0,248;0,261;146,034
Calvin Harris;One Kiss (with Dua Lipa);0,791;0,862;9;-3,24;0;0,11;0,037;2,19E-05;0,0814;0,592;123,994
Tyga;Taste (feat. Offset);0,884;0,559;0;-7,442;1;0,12;0,0236;0;0,101;0,342;97,994
Travis Scott;SICKO MODE;0,834;0,73;8;-3,714;1;0,222;0,00513;0;0,124;0,446;155,008
Imagine Dragons;Natural;0,704;0,611;2;-6,112;1;0,0409;0,217;0;0,0812;0,22;100
DJ Snake;Taki Taki (with Selena Gomez, Ozuna & Cardi B);0,842;0,801;8;-4,167;0;0,228;0,157;4,82E-06;0,0642;0,617;95,881
Marshmello;Spotlight;0,546;0,822;7;-4,483;1;0,151;0,0145;0;0,742;0,615;150,06
The Weeknd;Pray For Me (with Kendrick Lamar);0,735;0,677;2;-4,979;1;0,093;0,0762;2,17E-05;0,111;0,188;100,584
Billie Eilish;lovely (with Khalid);0,351;0,296;4;-10,109;0;0,0333;0,934;0;0,095;0,12;115,284
Migos;Walk It Talk It;0,907;0,633;2;-5,145;1;0,184;0,0876;2,60E-06;0,106;0,395;145,914
Clean Bandit;Solo (feat. Demi Lovato);0,737;0,636;11;-4,546;0;0,0437;0,0441;6,66E-05;0,35;0,565;105,005
Drake;Nonstop;0,912;0,412;7;-8,074;1;0,123;0,0165;0,0126;0,104;0,423;154,983
6ix9ine;FEFE;0,931;0,387;1;-9,127;1;0,412;0,088;0;0,136;0,376;125,978
The Weeknd;Call Out My Name;0,461;0,593;1;-4,954;1;0,0356;0,17;0;0,307;0,175;134,17
Nio Garcia;Te Boté - Remix;0,903;0,675;11;-3,445;0;0,214;0,542;1,28E-05;0,0595;0,442;96,507
Migos;MotorSport;0,904;0,518;2;-5,32;1;0,183;0,0305;0;0,325;0,188;137,996
Nicky Jam;X;0,594;0,749;9;-5,298;0;0,056;0,0338;0,00106;0,3;0,694;179,968
XXXTENTACION;SAD!;0,74;0,613;8;-4,88;1;0,145;0,258;0,00372;0,123;0,473;75,023
Becky G;Sin Pijama;0,791;0,745;11;-3,695;0;0,0464;0,354;2,93E-05;0,104;0,82;94,014
Machine Gun Kelly;Home (with Machine Gun Kelly, X Ambassadors & Bebe Rexha);0,653;0,718;3;-5,232;0;0,213;0,00413;0;0,0537;0,216;82,034
6ix9ine;GUMMO;0,66;0,775;2;-4,926;1;0,172;0,0553;0;0,129;0,635;157,036
Jax Jones;Breathe;0,722;0,744;11;-5,52;0;0,0363;0,0234;0,000157;0,143;0,686;125,985
The Chainsmokers;Sick Boy;0,663;0,577;11;-7,518;0;0,0531;0,109;0;0,12;0,454;89,996
Jay Rock;King's Dead (with Kendrick Lamar, Future & James Blake);0,645;0,705;1;-5,008;1;0,299;0,000813;0;0,128;0,376;137,133
Rich The Kid;Plug Walk;0,876;0,519;11;-6,531;1;0,143;0,202;0;0,108;0,158;94,981
Kendrick Lamar;All The Stars (with SZA);0,698;0,633;8;-4,946;1;0,0597;0,0605;0,000194;0,0926;0,552;96,924
Logic;Everyday;0,667;0,741;1;-4,099;1;0,0378;0,0425;0;0,0761;0,422;149,908
Jason Derulo;Tip Toe (feat. French Montana);0,845;0,709;10;-4,547;0;0,0714;0,0233;0;0,094;0,62;98,062
Ariana Grande;God is a woman;0,602;0,658;1;-5,934;1;0,0558;0,0233;6,00E-05;0,237;0,268;145,031
Rae Sremmurd;Powerglide (feat. Juicy J) - From SR3MM;0,713;0,831;1;-4,75;0;0,15;0,0168;0;0,118;0,584;173,948
EO;German;0,862;0,583;8;-6,26;0;0,0654;0,811;1,86E-05;0,191;0,852;103,019
Dennis Lloyd;Nevermind;0,6;0,688;5;-8,339;0;0,201;0,159;1,29E-05;0,409;0,0793;99,977
girl in red;we fell in love in october;0,566;0,366;7;-12,808;1;0,028;0,113;0,181;0,155;0,237;129,959
Selena Gomez;Wolves;0,724;0,804;11;-4,614;0;0,0448;0,124;0;0,204;0,306;124,987
Tiësto;Jackie Chan;0,747;0,834;3;-2,867;0;0,045;0,374;0;0,0586;0,687;128,005
Tom Walker;Leave a Light On;0,586;0,624;5;-5,946;1;0,113;0,0153;1,78E-06;0,133;0,267;68,976
Sofía Reyes;1, 2, 3 (feat. Jason Derulo & De La Ghetto);0,792;0,895;1;-3,112;0;0,0589;0,165;0;0,0501;0,794;94,968
Marshmello;Silence;0,52;0,761;4;-3,093;1;0,0853;0,256;4,96E-06;0,17;0,286;141,971
5 Seconds of Summer;Youngblood;0,596;0,854;7;-5,114;0;0,463;0,0169;0;0,124;0,152;120,274
Loud Luxury;Body (feat. brando);0,752;0,764;1;-4,399;1;0,038;0,0476;9,44E-05;0,0543;0,582;121,958
Liam Payne;For You (Fifty Shades Freed) (& Rita Ora);0,541;0,787;2;-4,618;0;0,0331;0,0167;0;0,157;0,2;113
NF;Let You Down;0,662;0,714;5;-5,68;0;0,121;0,312;0;0,179;0,464;147,997
XXXTENTACION;changes;0,669;0,308;11;-10,068;1;0,029;0,883;0;0,0984;0,52;64,934
Maluma;Corazón (feat. Nego do Borel);0,722;0,738;9;-6,073;0;0,247;0,328;1,47E-05;0,198;0,748;198,075
Cardi B;Bodak Yellow;0,926;0,703;11;-6,337;0;0,103;0,0659;0;0,231;0,485;125,022
Lil Baby;Yes Indeed;0,963;0,346;5;-9,309;0;0,53;0,0355;0;0,108;0,562;119,957
Jonas Blue;Rise;0,687;0,785;1;-4,65;1;0,0333;0,327;0;0,203;0,655;106,046
David Guetta;Flames;0,631;0,649;5;-5,892;0;0,0385;0,0817;3,80E-06;0,0934;0,421;93,95
Ozuna;Vaina Loca;0,754;0,805;6;-4,249;1;0,0752;0,315;0;0,203;0,555;93,982
Charlie Puth;How Long;0,845;0,561;1;-5,253;0;0,0778;0,211;3,49E-06;0,0383;0,811;109,974
Post Malone;Better Now;0,68;0,578;10;-5,804;1;0,04;0,331;0;0,135;0,341;145,038
BlocBoy JB;Look Alive (feat. Drake);0,922;0,581;10;-7,495;1;0,27;0,00104;5,86E-05;0,105;0,595;140,022
Eminem;River (feat. Ed Sheeran);0,748;0,749;8;-5,916;0;0,516;0,142;0;0,0713;0,659;90,09
Marshmello;Happier;0,687;0,792;5;-2,749;1;0,0452;0,191;0;0,167;0,671;100,015
Dean Lewis;Be Alright;0,553;0,586;11;-6,319;1;0,0362;0,697;0;0,0813;0,443;126,684
Charlie Puth;Done for Me (feat. Kehlani);0,856;0,632;6;-3,692;0;0,074;0,193;0;0,0688;0,697;112,009
Migos;Stir Fry;0,817;0,816;2;-5,402;1;0,269;0,00263;0;0,159;0,508;181,982
YG;BIG BANK (feat. 2 Chainz, Big Sean, Nicki Minaj);0,745;0,346;1;-7,709;1;0,331;0,00552;0;0,0881;0,112;203,911
Drake;In My Feelings;0,835;0,626;1;-5,833;1;0,125;0,0589;6,00E-05;0,396;0,35;91,03
B Young;Jumanji;0,791;0,473;10;-9,86;0;0,25;0,279;0;0,0959;0,603;95,948
Charlie Puth;The Way I Am;0,755;0,769;10;-5,658;0;0,186;0,314;2,38E-06;0,0628;0,642;114,966
Reik;Me Niego (feat. Ozuna & Wisin);0,777;0,779;0;-4,449;0;0,0972;0,0543;0;0,636;0,768;94,023
benny blanco;Eastside (with Halsey & Khalid);0,56;0,68;6;-7,648;0;0,321;0,555;0;0,116;0,319;89,391
Luis Fonsi;Échame La Culpa;0,733;0,892;0;-3,641;1;0,0417;0,0376;0;0,137;0,675;95,989
MK;17;0,703;0,832;0;-7,202;0;0,0689;0,00149;0,127;0,0696;0,667;122,029
Rita Ora;Anywhere;0,628;0,797;11;-3,953;0;0,0596;0,0364;0;0,104;0,321;106,93
Banx & Ranx;Answerphone (feat. Yxng Bane);0,671;0,834;1;-3,928;0;0,0885;0,0387;0;0,454;0,454;113,021
Ella Mai;Trip;0,477;0,61;11;-5,628;0;0,144;0,225;0;0,107;0,358;79,882
Daddy Yankee;Dura;0,783;0,84;1;-3,416;1;0,051;0,174;0;0,412;0,839;95,001
DJ Khaled;No Brainer;0,552;0,76;0;-4,706;1;0,342;0,0733;0;0,0865;0,639;135,702
Anne-Marie;2002;0,697;0,683;1;-2,881;0;0,117;0,0372;0;0,137;0,603;96,133
FINNEAS;Let's Fall in Love for the Night;0,737;0,408;5;-7,941;1;0,104;0,802;0;0,171;0,374;127,921
Hugh Jackman;The Greatest Show;0,417;0,824;11;-7,36;0;0,105;0,000239;0,0545;0,0725;0,4;157,92
Halsey;Bad At Love;0,675;0,751;0;-3,539;1;0,0296;0,0604;0;0,0893;0,612;118,384
Drake;I'm Upset;0,899;0,586;11;-7,866;0;0,343;0,279;0;0,0836;0,492;150,002
Camila Cabello;Never Be the Same;0,637;0,713;0;-4,333;1;0,0747;0,181;0,000637;0,137;0,243;129,923
M.O;Bad Vibe;0,813;0,701;10;-4,428;1;0,0449;0,178;0;0,0962;0,758;110,009
Dua Lipa;IDGAF;0,836;0,544;7;-5,975;1;0,0943;0,0403;0;0,0824;0,51;97,028
Cashmere Cat;Miss You (with Major Lazer & Tory Lanez);0,747;0,641;1;-4,502;1;0,0925;0,25;0,00107;0,106;0,453;100,028
Bazzi;Mine;0,71;0,789;4;-3,874;1;0,0722;0,0161;2,77E-06;0,451;0,717;142,929
Lil Dicky;Freaky Friday (feat. Chris Brown);0,755;0,599;8;-5,042;1;0,224;0,147;0;0,109;0,755;133,123
Lauv;I Like Me Better;0,752;0,505;9;-7,621;1;0,253;0,535;2,55E-06;0,104;0,419;91,97
The Chainsmokers;This Feeling;0,575;0,571;1;-7,906;1;0,0439;0,0558;0;0,0912;0,449;105,049
Maroon 5;Girls Like You (feat. Cardi B) - Cardi B Version;0,851;0,541;0;-6,825;1;0,0505;0,568;0;0,13;0,448;124,959
Khalid;Love Lies (with Normani);0,708;0,648;6;-5,626;1;0,0449;0,0956;0;0,134;0,338;143,955
Drake;Nice For What;0,585;0,909;8;-6,474;1;0,0707;0,0891;9,70E-05;0,119;0,758;93,372
Kendrick Lamar;LOVE. FEAT. ZACARI.;0,8;0,585;10;-7,343;1;0,0924;0,264;0;0,153;0,779;126,058
Post Malone;Psycho (feat. Ty Dolla $ign);0,75;0,56;8;-8,094;1;0,105;0,546;0;0,111;0,459;140,06
Lil Nas X;Old Town Road - Remix;0,878;0,619;6;-5,56;1;0,102;0,0533;0;0,113;0,639;136,041
Billie Eilish;bad guy;0,701;0,425;7;-10,965;1;0,375;0,328;0,13;0,1;0,562;135,128
Shawn Mendes;Señorita;0,759;0,548;9;-6,049;0;0,029;0,0392;0;0,0828;0,749;116,967
Ariana Grande;7 rings;0,778;0,317;1;-10,732;0;0,334;0,592;0;0,0881;0,327;140,048
Post Malone;Sunflower - Spider-Man: Into the Spider-Verse;0,755;0,522;2;-4,368;1;0,0575;0,533;0;0,0685;0,925;89,96
Gesaffelstein;Lost in the Fire (feat. The Weeknd);0,658;0,671;2;-12,21;1;0,0363;0,0933;0,000927;0,115;0,166;100,966
Halsey;Without Me;0,752;0,488;6;-7,05;1;0,0705;0,297;9,11E-06;0,0936;0,533;136,041
Regard;Ride It;0,88;0,751;7;-4,258;0;0,0874;0,177;6,43E-05;0,106;0,884;117,948
Lady Gaga;Shallow;0,572;0,385;7;-6,362;1;0,0308;0,371;0;0,231;0,323;95,799
Mark Ronson;Nothing Breaks Like a Heart (feat. Miley Cyrus);0,601;0,794;7;-5,844;0;0,0671;0,00987;1,36E-06;0,388;0,244;114,066
Lewis Capaldi;Someone You Loved;0,501;0,405;1;-5,679;1;0,0319;0,751;0;0,105;0,446;109,891
Jax Jones;All Day And Night;0,585;0,782;1;-4,101;0;0,0897;0,269;0;0,156;0,521;121,908
Mustard;Pure Water (with Migos);0,682;0,559;0;-5,545;1;0,127;0,174;0;0,344;0,137;202,015
NLE Choppa;Shotta Flow (feat. Blueface) [Remix];0,894;0,511;2;-4,768;1;0,42;0,0251;0;0,14;0,568;120,08
Kodak Black;ZEZE (feat. Travis Scott & Offset);0,861;0,603;8;-5,788;0;0,176;0,0521;0;0,0924;0,504;98,043
Daddy Yankee;Con Calma;0,737;0,86;8;-2,652;0;0,0593;0,11;1,94E-06;0,0574;0,656;93,989
Alec Benjamin;Let Me Down Slowly;0,652;0,557;1;-5,714;0;0,0318;0,74;0;0,124;0,483;150,073
BLACKPINK;Kill This Love;0,738;0,861;2;-4,141;1;0,237;0,318;0,00182;0,325;0,58;131,98
Offset;Clout (feat. Cardi B);0,919;0,622;1;-7,384;1;0,0997;0,228;4,24E-06;0,122;0,424;140,022
MEDUZA;Piece Of Your Heart;0,677;0,744;10;-6,806;0;0,0295;0,0404;0,00016;0,074;0,631;124,08
Ed Sheeran;Antisocial (with Travis Scott);0,716;0,823;5;-5,313;0;0,0495;0,132;0;0,361;0,91;151,957
Travis Scott;SICKO MODE;0,834;0,73;8;-3,714;1;0,222;0,00513;0;0,124;0,446;155,008
Mabel;Mad Love;0,631;0,803;0;-2,974;0;0,155;0,675;0;0,11;0,62;198,065
Lana Del Rey;Doin' Time;0,641;0,559;7;-11,132;0;0,0355;0,404;0,00402;0,0937;0,523;144,982
DJ Snake;Taki Taki (feat. Selena Gomez, Ozuna & Cardi B);0,842;0,801;8;-4,167;0;0,228;0,157;4,82E-06;0,0642;0,617;95,881
A Boogie Wit da Hoodie;Look Back at It;0,791;0,587;3;-5,075;0;0,0413;0,407;0;0,148;0,536;96,057
Saweetie;My Type;0,899;0,811;2;-6,294;1;0,258;0,000677;0;0,0672;0,587;105,038
Lil Tecca;Ransom;0,745;0,642;7;-6,257;0;0,287;0,0204;0;0,0658;0,226;179,974
Russ Millions;Keisha & Becky - Remix;0,863;0,471;6;-9,545;1;0,478;0,251;0;0,121;0,644;140,969
Billie Eilish;lovely (with Khalid);0,351;0,296;4;-10,109;0;0,0333;0,934;0;0,095;0,12;115,284
Mabel;Don't Call Me Up;0,674;0,881;9;-2,853;1;0,147;0,296;3,01E-06;0,0793;0,234;98,994
Lil Nas X;Old Town Road;0,907;0,53;1;-6,112;1;0,127;0,0578;2,23E-06;0,101;0,507;135,998
Meek Mill;Going Bad (feat. Drake);0,889;0,496;4;-6,365;0;0,0905;0,259;0;0,252;0,544;86,003
Post Malone;Wow.;0,829;0,539;11;-7,359;0;0,208;0,136;1,78E-06;0,103;0,388;99,96
Doja Cat;Juicy;0,786;0,658;0;-2,61;1;0,0661;0,0856;0;0,0689;0,458;170,037
A Boogie Wit da Hoodie;Swervin (feat. 6ix9ine);0,581;0,662;9;-5,239;1;0,303;0,0153;0;0,111;0,434;93,023
iann dior;emotions;0,63;0,63;9;-6,211;1;0,0395;0,0131;0;0,142;0,163;80,512
Paulo Londra;Adan y Eva;0,767;0,709;1;-4,47;1;0,336;0,323;0;0,0745;0,72;171,993
Drake;Money In The Grave (Drake ft. Rick Ross);0,831;0,502;10;-4,045;0;0,046;0,101;0;0,122;0,101;100,541
Lil Nas X;Panini;0,703;0,594;5;-6,146;0;0,0752;0,342;0;0,123;0,475;153,848
Bad Bunny;MIA (feat. Drake);0,817;0,539;6;-6,349;0;0,0621;0,0141;0,000496;0,099;0,158;97,062
Polo G;Pop Out (feat. Lil Tjay);0,772;0,639;1;-7,119;1;0,467;0,15;0;0,0698;0,261;168,112
Juice WRLD;Robbery;0,685;0,692;2;-5,122;1;0,0457;0,328;0;0,153;0,578;159,966
21 Savage;a lot;0,837;0,636;1;-7,643;1;0,086;0,0395;0,00125;0,342;0,274;145,972
Young Thug;The London (feat. J. Cole & Travis Scott);0,796;0,586;4;-6,946;0;0,147;0,0247;0;0,132;0,179;97,981
Anuel AA;China;0,786;0,808;7;-3,702;1;0,0882;0,0846;0,000289;0,0822;0,609;105,027
Camila Cabello;Liar;0,74;0,498;11;-6,684;0;0,0456;0,0169;0,00282;0,319;0,652;98,016
Flipp Dinero;Leave Me Alone;0,792;0,743;7;-2,806;1;0,0851;0,107;0;0,183;0,742;150,024
Cardi B;Money;0,95;0,59;8;-6,508;0;0,29;0,00534;0;0,11;0,219;130,003
Ariana Grande;break up with your girlfriend, i'm bored;0,726;0,554;5;-5,29;0;0,0917;0,0421;0;0,106;0,335;169,999
Dave;Location (feat. Burna Boy);0,812;0,496;9;-5,969;0;0,297;0,271;0;0,0955;0,55;109,979
Ava Max;Sweet but Psycho;0,719;0,704;1;-4,724;1;0,0476;0,0691;0;0,166;0,628;133,002
Dua Lipa;Don't Start Now;0,794;0,793;11;-4,521;0;0,0842;0,0125;0;0,0952;0,677;123,941
Young T & Bugsey;Strike a Pose (feat. Aitch);0,531;0,581;1;-5,801;1;0,101;0,0107;1,62E-05;0,101;0,591;137,776
Calvin Harris;Giant (with Rag'n'Bone Man);0,807;0,887;1;-4,311;0;0,0361;0,016;0,000503;0,0811;0,606;122,015
Ed Sheeran;Take Me Back to London (feat. Stormzy);0,885;0,762;8;-5,513;0;0,216;0,219;0;0,162;0,605;138,058
Cardi B;Please Me;0,747;0,57;1;-6,711;1;0,081;0,0642;0;0,0832;0,65;133,992
Stormzy;Vossi Bop;0,682;0,653;8;-6,062;1;0,339;0,13;0,00116;0,129;0,428;188,115
Tones And I;Dance Monkey;0,824;0,588;6;-6,4;0;0,0924;0,692;0,000104;0,149;0,513;98,027
Ariana Grande;boyfriend (with Social House);0,4;0,795;10;-3,731;0;0,461;0,119;0;0,159;0,702;190,097
Bad Bunny;Callaita;0,61;0,624;2;-4,773;1;0,309;0,6;2,12E-06;0,243;0,244;176,169
Ava Max;So Am I;0,682;0,656;6;-4,67;1;0,0435;0,0737;0;0,353;0,607;130,089
Pedro Capó;Calma - Remix;0,826;0,773;11;-4,218;0;0,0524;0,323;0;0,143;0,761;126,899
J. Cole;MIDDLE CHILD;0,837;0,364;8;-11,713;1;0,276;0,149;0;0,271;0,463;123,984
Lunay;Soltera - Remix;0,795;0,783;5;-4,271;1;0,0432;0,361;0;0,437;0,799;92,01
Khalid;Better;0,442;0,585;0;-10,332;0;0,0964;0,0984;0,391;0,14;0,116;97,565
Blueface;Thotiana;0,906;0,382;10;-12,89;0;0,269;0,18;0;0,113;0,391;104,025
DaBaby;Suge;0,876;0,662;2;-6,482;0;0,426;0,0608;0;0,127;0,844;75,445
AJ Tracey;Ladbroke Grove;0,903;0,839;11;-9,447;0;0,208;0,0939;0;0,102;0,727;133,986
Billie Eilish;bury a friend;0,905;0,389;8;-14,505;1;0,332;0,74;0,162;0,106;0,196;120,046
